StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,attention_check,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,affiliation,affiliation_4_TEXT,strong_red,strong_blue,affiliation_none,importance_aff,gender,gender_3_TEXT,age,AI timer 1_First Click,AI timer 1_Last Click,AI timer 1_Page Submit,AI timer 1_Click Count,AI Q 1,AI timer 2_First Click,AI timer 2_Last Click,AI timer 2_Page Submit,AI timer 2_Click Count,AI Q2,AI timer 3_First Click,AI timer 3_Last Click,AI timer 3_Page Submit,AI timer 3_Click Count,"AI Q 3 ",AI timer 4 _First Click,AI timer 4 _Last Click,AI timer 4 _Page Submit,AI timer 4 _Click Count,"AI Q 4 ",AI timer 5 _First Click,AI timer 5 _Last Click,AI timer 5 _Page Submit,AI timer 5 _Click Count,"AI Q 5 ",familiarity,rid,Politician,MatrixResponses
2026-01-31 04:58:27,2026-01-31 05:00:26,IP Address,89.186.187.5,100,119,True,2026-01-31 05:00:27,R_8Po55lAIA98Nm6s,,,,,56.3609,10.7694,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Kvinde,,59,0,0,6.005,0,,4.58,4.58,6.013,1,,2.4,2.4,6.014,1,,0,0,6.009,0,,0.601,4.285,6.014,3,,"Slet ikke bekendt (jeg ved ikke, hvem personen er)",697d8bed-154d-1fc6-e40a-506b226f78a3,Troels Lund Poulsen,Meget enig
2026-01-31 05:04:39,2026-01-31 05:08:23,IP Address,80.208.71.199,100,223,True,2026-01-31 05:08:24,R_2DS9gxEkQMSrg94,,,,,55.609,11.7295,anonymous,EN-GB,0.6000000238418579,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Meget enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,69,4.841,4.841,6.151,1,,0,0,6.147,0,,4.696,4.696,6.147,1,,0,0,6.14,0,,0,0,6.039,0,,Moderat bekendt,697d8d61-80b2-aca8-6648-b53f762546e5,Mette Frederiksen,"Delvist enig, Meget enig, Hverken enig eller uenig"
2026-01-31 05:17:30,2026-01-31 05:19:26,IP Address,212.112.153.201,100,115,True,2026-01-31 05:19:26,R_8y9R7UvKPITE48u,,,,,55.2422,9.5244,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Kvinde,,72,4.053,4.053,6.007,1,,4.204,4.868,6.007,2,,6.002,6.002,6.106,1,,0.728,1.283,6.107,2,ved ikke,0.13,3.518,6.007,2,7,Ekstremt bekendt,697d9064-a811-30e3-6ea7-dd96133cc84b,Mette Frederiksen,"Meget uenig, Delvist Uenig"
2026-01-31 05:19:54,2026-01-31 05:28:30,IP Address,77.241.128.194,100,515,True,2026-01-31 05:28:31,R_8dGoSWzxyEpUYqf,,,,,55.674,12.5696,anonymous,EN-GB,0.699999988079071,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Meget enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Moderat vigtig,Mand,,45,0,0,6.025,0,,3.087,3.087,6.124,1,10000000,0.305,4.527,6.008,3,100,4.54,4.54,6.021,1,,4.431,4.431,6.019,1,Q0,Lidt bekendt,697d90f3-3e5b-93b8-6e29-6aecd32fefa2,Troels Lund Poulsen,"Delvist Uenig, Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-31 05:37:12,2026-01-31 05:39:54,IP Address,78.143.74.4,100,161,True,2026-01-31 05:39:54,R_2ZBnROIZJIl24pX,,,,,55.5937,11.86,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,47,3.528,3.528,6.011,1,,5.252,5.252,6.013,1,,2.715,2.715,6.012,1,10000,5.196,5.196,6.114,1,,2.996,2.996,6.008,1,30,Meget bekendt,697d9502-befc-15db-1bf0-f9334e93a4fe,Mette Frederiksen,"Meget uenig, Delvist Uenig, Hverken enig eller uenig"
2026-01-31 05:42:59,2026-01-31 05:45:40,IP Address,83.92.94.41,100,161,True,2026-01-31 05:45:41,R_2kH0R8xSzdaWZsJ,,,,,55.4882,8.5037,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,63,5.029,5.029,6.021,1,,0,0,6.129,0,,1.191,1.191,6.107,1,1000,2.776,2.776,6.109,1,ved i,2.761,2.761,6.119,1,,Meget bekendt,697d965d-4aed-f355-a8c0-471eb9d7390e,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 06:06:11,2026-01-31 06:09:54,IP Address,62.242.126.207,100,223,True,2026-01-31 06:09:55,R_2xPCUq7aqb5GsU3,,,,,55.4467,11.8076,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Meget enig,Meget enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,73,5.519,5.519,6.012,1,,3.154,3.154,6.016,1,,0,0,6.015,0,,0,0,6.114,0,,0,0,6.014,0,,Moderat bekendt,697d9bc9-6040-be25-843f-e53cb9841314,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-31 06:12:55,2026-01-31 06:15:23,IP Address,62.199.2.21,100,147,True,2026-01-31 06:15:23,R_2VI0t1QYtx1QgUd,,,,,55.8377,12.061,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist Uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på blå blok,Moderat vigtig,Kvinde,,46,1.725,2.823,6.015,3,,1.633,2.182,6.011,3,1,1.915,2.432,6.012,2,4 mi,1.28,4.592,6.012,5,,3.934,3.934,6.012,1,2,Moderat bekendt,697d9d61-1139-51cc-7721-9b4a76779df6,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 06:23:36,2026-01-31 06:25:26,IP Address,176.23.99.230,100,109,True,2026-01-31 06:25:27,R_8pAPwDfL9qVfczr,,,,,55.7383,12.4718,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist Uenig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Kvinde,,45,0.163,0.163,6.121,1,3,1.86,1.86,6.015,1,500,1.955,1.955,6.119,1,200 mi,2.726,2.726,6.017,1,0,2.559,2.559,6.012,1,30000,Ekstremt bekendt,697d9fe2-215d-5294-86c2-1e4076451ed1,Troels Lund Poulsen,"Delvist Uenig, Delvist enig, Meget enig"
2026-01-31 06:31:13,2026-01-31 06:34:52,IP Address,80.62.116.80,100,218,True,2026-01-31 06:34:52,R_8Q3M4kVvhD2ZlIv,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Delvist Uenig,Meget uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Slet ikke vigtig,Mand,,54,4.053,4.053,6.113,1,1,3.348,3.348,6.006,1,600,0.197,0.197,6.109,1,1mi,5.53,5.53,6.01,1,,3.668,3.668,6.012,1,5,Meget bekendt,697da1ac-4b64-15f8-6e66-268157f79488,Mette Frederiksen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig"
2026-01-31 06:51:31,2026-01-31 06:53:57,IP Address,2.108.163.212,100,146,True,2026-01-31 06:53:58,R_8dDv0z5qHWDlqwx,,,,,55.7704,12.5038,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Meget enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Meget enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Kvinde,,57,1.149,3.955,6.11,3,,2.197,2.956,6.01,2,1200,1.317,4.019,6.009,3,Ved,1.612,3.589,6.01,3,,1.529,3.799,6.01,4,24,Meget bekendt,697da66d-60dd-483a-16aa-6a34c587c4ac,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-31 07:29:42,2026-01-31 07:32:02,IP Address,80.208.65.205,100,139,True,2026-01-31 07:32:02,R_2jWhRKd32ReOfcS,,,,,55.4467,11.8076,anonymous,EN-GB,0.6000000238418579,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Kvinde,,51,2.4,2.4,6.105,1,,0,0,6.013,0,,0,0,2.059,0,,0,0,1.015,0,,0,0,2.886,0,,Lidt bekendt,697daf5f-a8d7-66fa-17dd-5071d7f9e64e,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 07:58:52,2026-01-31 08:02:47,IP Address,89.23.224.43,100,234,True,2026-01-31 08:02:47,R_8gT5XXrPQcgXuO4,,,,,55.6675,12.5429,anonymous,EN-GB,0.5,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Kvinde,,59,3.667,3.667,6.034,1,,2.961,2.961,6.033,1,500,0,0,6.032,0,,0,0,6.034,0,,1.616,3.181,6.11,2,3,Meget bekendt,697db636-66e8-3748-daff-9f94450da606,Mette Frederiksen,Meget uenig
2026-01-31 09:24:23,2026-01-31 09:26:15,IP Address,86.52.73.10,100,111,True,2026-01-31 09:26:15,R_8eUVkr0tZD81qkw,,,,,57.0421,9.9145,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Rød blok,,Stærkt tilknyttet,,,Ekstremt vigtig,Mand,,56,3.569,3.569,6.011,1,5,2.854,2.854,6.111,1,3000,0,0,1.207,0,,2.866,5.406,5.788,2,0,1.937,2.73,6.112,2,200000,Ekstremt bekendt,697dca41-c9eb-d0ac-1208-62febb7e17b8,Troels Lund Poulsen,Meget uenig
2026-01-31 11:10:19,2026-01-31 11:12:45,IP Address,62.107.23.159,100,145,True,2026-01-31 11:12:46,R_2wgDQcMi7EzucEX,,,,,55.6769,12.5268,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Delvist enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Kvinde,,52,4.924,4.924,6.12,1,,1.817,1.817,6.004,1,Vedbikk,0.22,4.188,6.019,2,,0.991,0.991,6.116,1,,3.163,5.766,6.003,4,,Meget bekendt,697de316-2819-2974-41f3-f9d0ce0cfdb2,Troels Lund Poulsen,"Meget enig, Delvist enig"
2026-01-31 11:10:59,2026-01-31 11:12:55,IP Address,87.49.45.79,100,116,True,2026-01-31 11:12:56,R_8uOnV2VUmShf51L,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Ingen af delene,,,,Ingen af delene,Lidt vigtig,Mand,,25,3.098,3.098,6.106,1,Det ved jeg,1.964,1.964,6.01,1,37.000,1.613,1.613,6.016,1,300 mio.,2.253,2.253,6.021,1,Det ved jeg ikke,2.56,2.56,6.024,1,2.,Lidt bekendt,697de33c-076a-2b38-d5a8-84e6554aa15d,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 11:12:29,2026-01-31 11:13:59,IP Address,83.93.63.136,100,89,True,2026-01-31 11:13:59,R_83e7xsOu2rfGn3r,,,,,55.7139,11.7115,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist enig,Delvist enig,Meget enig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Meget uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,18,3.329,3.329,6.018,1,Idk,1.986,1.986,4.675,1,Mange,1.473,1.473,6.113,1,Ingen ide,3.251,3.251,5.656,1,Ingenide,3.918,3.918,5.617,1,3,Meget bekendt,697de397-bbe0-ce19-8458-b4e94c3f6844,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig, Meget uenig, Meget enig"
2026-01-31 11:11:35,2026-01-31 11:15:18,IP Address,37.96.119.232,100,222,True,2026-01-31 11:15:18,R_8uLkwFDx94W1ja1,,,,,55.6922,12.5478,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Kvinde,,44,0,0,6.012,0,,0,0,6.011,0,,1.48,5.241,6.011,2,,1.221,3.273,6.009,3,Ved,4.459,4.817,6.01,2,,Meget bekendt,697de361-31f0-ce36-9d85-6c0e2f6ca98a,Mette Frederiksen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig"
2026-01-31 11:13:16,2026-01-31 11:16:55,IP Address,185.143.255.131,100,219,True,2026-01-31 11:16:55,R_2Ocur6m2DWJe3M5,,,,,55.9691,8.4981,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Meget vigtig,Mand,,71,0,0,6.006,0,,0,0,6.007,0,,0,0,6.107,0,,0,0,6.104,0,,0,0,6.007,0,,Moderat bekendt,697de3c0-5502-f07d-1711-2de3d42735ea,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 11:14:43,2026-01-31 11:18:09,IP Address,2.110.172.115,100,206,True,2026-01-31 11:18:10,R_2kKKAXm9qtBeAEh,,,,,55.6894,12.4578,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Mand,,19,1.02,2.705,6.015,4,100000,1.369,1.67,6.014,2,789,1.781,2.956,6.01,2,6 mill,1.084,2.561,6.114,2,66,2.247,2.247,6.013,1,56000,Lidt bekendt,697de41d-ffd2-7ed2-1e77-7d6f61104214,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 11:16:25,2026-01-31 11:19:04,IP Address,37.96.68.39,100,159,True,2026-01-31 11:19:05,R_8DpBG3ecfMuybaZ,,,,,55.674,12.5696,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Hverken enig eller uenig,Meget uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Tættest på rød blok,Lidt vigtig,Mand,,28,1.801,1.801,6.032,1,2,0.901,0.901,4.101,1,500,0.801,0.801,4.093,1,3,0.701,0.701,3.95,1,8,1.104,1.104,4.919,1,688,Lidt bekendt,697de482-f80c-1a65-c907-fa28e4bbe23c,Mette Frederiksen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig"
2026-01-31 11:18:11,2026-01-31 11:20:54,IP Address,212.97.237.2,100,163,True,2026-01-31 11:20:55,R_2PZVRXHXqmnMBg3,,,,,55.3982,10.4014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,35,1.497,4.017,6.11,2,Mang,2.196,2.196,6.012,1,1000,3.617,3.617,6.112,1,Ved ikke,3.462,3.462,6.008,1,"Ingen ",3.527,3.978,6.11,2,"Ved ",Meget bekendt,697de4ec-5532-d845-eea9-1a4c5c790112,Mette Frederiksen,"Delvist Uenig, Hverken enig eller uenig, Delvist enig, Meget uenig"
2026-01-31 11:17:36,2026-01-31 11:22:52,IP Address,188.177.228.78,100,315,True,2026-01-31 11:22:52,R_2dzQiI0OXKaFcnW,,,,,56.4394,9.4096,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,35,0.887,0.887,6.106,1,200,2.02,2.02,6.103,1,35000,1.851,1.851,6.107,1,25,1.027,1.027,5.476,1,Ved ikke,0.817,0.817,5.628,1,10000,Moderat bekendt,697de4cb-f0bd-87b3-1fe8-787a16f3c6c7,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 11:20:20,2026-01-31 11:25:31,IP Address,87.49.44.157,100,310,True,2026-01-31 11:25:32,R_8L6xtszyAAJrVy7,,,,,55.7123,12.0564,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Kvinde,,70,2.122,2.122,6.006,1,100000,0.206,2.212,6.026,2,300,3.308,3.308,6.021,1,75,3.155,3.155,6.01,1,,3.69,3.69,6.01,1,500,Lidt bekendt,697de56d-5df5-62f5-12f1-c18f73381548,Troels Lund Poulsen,Delvist enig
2026-01-31 11:22:53,2026-01-31 11:25:39,IP Address,212.112.153.156,100,166,True,2026-01-31 11:25:39,R_8F2DQAwCBTirmFc,,,,,55.2422,9.5244,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,20,2.342,3.246,6.112,2,100000,1.307,2.43,6.113,2,1200,1.78,3.292,6.009,2,10000,1.243,2.31,6.011,2,0,1.244,2.64,6.014,2,5000,Meget bekendt,697de607-ca07-abca-3d45-43d215c27e5d,Mette Frederiksen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig"
2026-01-31 11:21:35,2026-01-31 11:26:04,IP Address,37.97.7.248,100,269,True,2026-01-31 11:26:04,R_8CHE83V4uUTEmKg,,,,,56.5638,9.0232,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Andet,"Er ikke så skarp på rød eller blå blok,  men liberal alliance",,,Ingen af delene,Moderat vigtig,Kvinde,,22,2.49,4.308,6.017,2,,3.22,3.22,6.017,1,20,4.876,4.876,6.014,1,,2.651,2.651,6.013,1,Pas,3.457,3.457,6.013,1,Ved i,Moderat bekendt,697de5b8-d339-78a1-2b94-97542a797119,Mette Frederiksen,"Hverken enig eller uenig, Delvist Uenig"
2026-01-31 11:24:42,2026-01-31 11:26:53,IP Address,109.59.162.136,100,131,True,2026-01-31 11:26:54,R_8MsUNooWavM2XwV,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,43,3.515,3.515,6.12,1,,0.302,2.27,6.028,2,100000,0,0,0.05,0,,2.351,2.351,5.756,1,0,1.88,1.88,6.023,1,20282109$4,Lidt bekendt,697de674-b81d-81c7-8e32-8e70ffca19d8,Mette Frederiksen,"Delvist Uenig, Meget uenig"
2026-01-31 11:25:47,2026-01-31 11:28:22,IP Address,77.33.1.105,100,155,True,2026-01-31 11:28:22,R_27H1WUeNi82TKTv,,,,,55.7139,11.7115,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Kvinde,,20,3.406,3.406,6.014,1,10,0.978,1.529,3.845,3,1000,0.687,1.636,5.134,3,10000000,0.811,0.811,6.115,1,,1.038,1.904,6.011,3,8,Lidt bekendt,697de6b5-1fb8-0919-6be1-ed1b42e8ad7b,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 11:26:13,2026-01-31 11:29:18,IP Address,87.60.108.34,100,184,True,2026-01-31 11:29:18,R_2VQj17WN9NgMN2d,,,,,55.8214,12.4802,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,72,2.644,4.524,6.015,2,,0.223,0.223,4.141,1,,0,0,2.233,0,,0,0,2.022,0,,0.453,0.453,2.886,1,,Moderat bekendt,697de6cf-f356-6da9-199d-153fe19af59a,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 11:29:18,2026-01-31 11:30:47,IP Address,94.145.71.56,100,89,True,2026-01-31 11:30:48,R_8cAPNLVwYe95yQx,,,,,55.0177,11.9187,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Slet ikke vigtig,Mand,,35,0.903,0.903,6.165,1,,1.237,4.592,6.132,2,10000,0.901,0.901,6.125,1,500000,0.103,5.768,6.109,4,0,0.368,2.453,6.014,3,30000,Meget bekendt,697de786-dd7e-6b6c-7cf7-5546c8d868f8,Mette Frederiksen,Meget uenig
2026-01-31 09:29:12,2026-01-31 11:31:45,IP Address,62.198.134.89,100,7353,True,2026-01-31 11:31:45,R_8WnKCaY9CcQc1d7,,,,,55.6922,12.5478,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Meget enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,57,2.853,2.853,46.626,1,,1.719,1.719,5.119,1,1245,1.999,1.999,6.013,1,,5.12,5.771,6.016,2,,2.227,2.227,5.95,1,1478,Meget bekendt,697dcb61-40e6-464c-d525-883ad288dea2,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-31 11:29:42,2026-01-31 11:32:58,IP Address,90.184.93.74,100,196,True,2026-01-31 11:32:59,R_8sdJpjprwX3b1Lw,,,,,55.9375,12.2966,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Slet ikke vigtig,Mand,,53,1.71,1.71,6.107,1,,2.01,2.01,6.007,1,100,3.314,3.314,6.01,1,,2.49,2.49,6.008,1,0,3.85,3.85,6.108,1,,Ekstremt bekendt,697de7a0-870f-51c9-b9a6-4b4d5a8fbff7,Mette Frederiksen,"Delvist enig, Delvist Uenig, Meget uenig"
2026-01-31 11:31:44,2026-01-31 11:34:40,IP Address,87.49.44.131,100,175,True,2026-01-31 11:34:41,R_2ZQdAE6RmyU3hHQ,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Meget enig,Meget enig,Meget enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,25,0,0,6.015,0,,2.458,2.458,6.013,1,1,0.71,3.799,6.013,2,,2.351,2.351,6.012,1,50.,1.078,2.499,5.367,3,10.000,Meget bekendt,697de81a-9df4-e6a9-1799-38916f956724,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Meget enig"
